target,source,year,size,count,date
South Korea,Australia,2013,143.164,4,31/12/2013
South Korea,Australia,2014,181.034,1,31/12/2014
Spain,Australia,1990,1292.377,2,31/12/1990
Spain,Australia,1995,3.307,1,31/12/1995
Spain,Australia,2000,40.745,1,31/12/2000
Spain,Australia,2002,124.232,2,31/12/2002
Spain,Australia,2004,283.531,2,31/12/2004
Spain,Australia,2005,395.737,3,31/12/2005
Spain,Australia,2006,720.613,2,31/12/2006
Spain,Australia,2007,340.453,3,31/12/2007
Spain,Australia,2008,0.937,1,31/12/2008
Spain,Australia,2011,7.846,1,31/12/2011
Spain,Australia,2012,52.587,4,31/12/2012
Spain,Australia,2013,0.407,1,31/12/2013
Sri Lanka,Australia,2007,5.229,1,31/12/2007
Sri Lanka,Australia,2009,1.052,1,31/12/2009
Swaziland,Australia,2007,7.5,1,31/12/2007
Swaziland,Australia,2012,0.35,1,31/12/2012
Sweden,Australia,1995,188.75,1,31/12/1995
Sweden,Australia,2000,0.064,1,31/12/2000
Sweden,Australia,2001,0.782,1,31/12/2001
Sweden,Australia,2003,52.535,1,31/12/2003
Sweden,Australia,2005,154.054,1,31/12/2005
Sweden,Australia,2006,98.247,4,31/12/2006
Sweden,Australia,2007,238.946,2,31/12/2007
Sweden,Australia,2008,378.096,2,31/12/2008
Sweden,Australia,2011,7.542,2,31/12/2011
Sweden,Australia,2012,36.153,4,31/12/2012
Sweden,Australia,2013,2.556,1,31/12/2013
Switzerland,Australia,2000,591.959,1,31/12/2000
Switzerland,Australia,2007,79.961,1,31/12/2007
Switzerland,Australia,2008,334.448,1,31/12/2008
Switzerland,Australia,2010,36.489,1,31/12/2010
Tajikistan,Australia,2007,1.3,1,31/12/2007
Tajikistan,Australia,2011,12,1,31/12/2011
Thailand,Australia,1995,10.791,1,31/12/1995
Thailand,Australia,1998,30.588,1,31/12/1998
Thailand,Australia,2003,1.7,1,31/12/2003
Thailand,Australia,2004,55,2,31/12/2004
Thailand,Australia,2007,1.37,2,31/12/2007
Thailand,Australia,2008,49.861,2,31/12/2008
Thailand,Australia,2014,18.5,1,31/12/2014
Tunisia,Australia,2008,1,1,31/12/2008
Turkey,Australia,2005,45.872,1,31/12/2005
Turkey,Australia,2008,40,1,31/12/2008
Turkey,Australia,2010,17.001,2,31/12/2010
Turkey,Australia,2012,11.75,1,31/12/2012
Turkey,Australia,2013,2.9,1,31/12/2013
Turkmenistan,Australia,2009,0.096,1,31/12/2009
Uganda,Australia,2012,32.6,1,31/12/2012
Ukraine,Australia,2004,4.158,2,31/12/2004
Ukraine,Australia,2006,10.205,1,31/12/2006
Ukraine,Australia,2011,5.688,1,31/12/2011
Ukraine,Australia,2014,3.138,1,31/12/2014
United Kingdom,Australia,1985,58.6,2,31/12/1985
United Kingdom,Australia,1986,2257.767,2,31/12/1986
United Kingdom,Australia,1987,60.182,2,31/12/1987
United Kingdom,Australia,1988,214.333,7,31/12/1988
United Kingdom,Australia,1989,2884.149,4,31/12/1989
United Kingdom,Australia,1990,1633.028,3,31/12/1990
United Kingdom,Australia,1992,27.572,3,31/12/1992
United Kingdom,Australia,1993,141.988,9,31/12/1993
United Kingdom,Australia,1994,191.164,7,31/12/1994
United Kingdom,Australia,1995,34.286,5,31/12/1995
United Kingdom,Australia,1996,294.277,9,31/12/1996
United Kingdom,Australia,1997,119.556,5,31/12/1997
United Kingdom,Australia,1998,3246.55,8,31/12/1998
United Kingdom,Australia,1999,813.584,6,31/12/1999
United Kingdom,Australia,2000,229.609,7,31/12/2000
United Kingdom,Australia,2001,17680.75,11,31/12/2001
United Kingdom,Australia,2002,723.549,12,31/12/2002
United Kingdom,Australia,2003,992.502,11,31/12/2003
United Kingdom,Australia,2004,5205.848,17,31/12/2004
United Kingdom,Australia,2005,7897.103,24,31/12/2005
United Kingdom,Australia,2006,6286.047,32,31/12/2006
United Kingdom,Australia,2007,7384.454,29,31/12/2007
United Kingdom,Australia,2008,8131.089,25,31/12/2008
United Kingdom,Australia,2009,245.809,13,31/12/2009
United Kingdom,Australia,2010,176.917,11,31/12/2010
United Kingdom,Australia,2011,1260.634,14,31/12/2011
United Kingdom,Australia,2012,278.531,8,31/12/2012
United Kingdom,Australia,2013,1757.819,10,31/12/2013
United Kingdom,Australia,2014,1842.223,13,31/12/2014
United States,Australia,1984,1099.6,6,31/12/1984
United States,Australia,1985,6144.8,7,31/12/1985
United States,Australia,1986,862.5,6,31/12/1986
United States,Australia,1987,1386.912,13,31/12/1987
United States,Australia,1988,3995,7,31/12/1988
United States,Australia,1989,6030.3,15,31/12/1989
United States,Australia,1990,696.04,8,31/12/1990
United States,Australia,1991,167.8,4,31/12/1991
United States,Australia,1992,114.5,4,31/12/1992
United States,Australia,1993,324.556,6,31/12/1993
United States,Australia,1994,369.535,9,31/12/1994
United States,Australia,1995,2016.075,11,31/12/1995
United States,Australia,1996,2728.044,7,31/12/1996
United States,Australia,1997,8225.964,27,31/12/1997
United States,Australia,1998,2099.289,18,31/12/1998
United States,Australia,1999,959.601,18,31/12/1999
United States,Australia,2000,5115.105,26,31/12/2000
United States,Australia,2001,1692.447,21,31/12/2001
United States,Australia,2002,991.469,15,31/12/2002
United States,Australia,2003,3952.936,27,31/12/2003
United States,Australia,2004,4229.604,31,31/12/2004
United States,Australia,2005,10998.93,49,31/12/2005
United States,Australia,2006,17177.09,72,31/12/2006
United States,Australia,2007,24508.9,79,31/12/2007
United States,Australia,2008,5924.831,45,31/12/2008
United States,Australia,2009,1931.444,35,31/12/2009
United States,Australia,2010,4656.707,35,31/12/2010
United States,Australia,2011,6928.383,26,31/12/2011
United States,Australia,2012,766.568,33,31/12/2012
United States,Australia,2013,1402.736,20,31/12/2013
United States,Australia,2014,7980.742,30,31/12/2014
Vanuatu,Australia,1997,0.148,1,31/12/1997
Vanuatu,Australia,2000,4.946,1,31/12/2000
Vietnam,Australia,1997,57.143,1,31/12/1997
Vietnam,Australia,2002,4.496,1,31/12/2002
Vietnam,Australia,2012,54.465,1,31/12/2012
Zambia,Australia,2005,12.5,1,31/12/2005
Zambia,Australia,2007,0.294,1,31/12/2007
Zambia,Australia,2011,9.928,1,31/12/2011
Zambia,Australia,2013,0.483,1,31/12/2013
Zimbabwe,Australia,1997,7,1,31/12/1997
Zimbabwe,Australia,1999,3.011,1,31/12/1999
Zimbabwe,Australia,2010,0.55,1,31/12/2010
Zimbabwe,Australia,2012,4.4,1,31/12/2012
Zimbabwe,Australia,2013,0.05,1,31/12/2013
Albania,Austria,2007,17.082,1,31/12/2007
Argentina,Austria,2001,5,1,31/12/2001
Argentina,Austria,2008,3.754,1,31/12/2008
Australia,Austria,2005,145.668,1,31/12/2005
Australia,Austria,2008,131.111,1,31/12/2008
Australia,Austria,2011,11.574,1,31/12/2011
Belarus,Austria,2007,1033.262,1,31/12/2007
Belgium,Austria,1996,95.106,1,31/12/1996
Belgium,Austria,2003,221.885,1,31/12/2003
Belgium,Austria,2006,12.76,1,31/12/2006
Belgium,Austria,2009,101.729,1,31/12/2009
Belgium,Austria,2011,3.947,1,31/12/2011
Brazil,Austria,2001,12.903,1,31/12/2001
Brazil,Austria,2003,74.8,1,31/12/2003
Bulgaria,Austria,1997,3.2,1,31/12/1997
Bulgaria,Austria,1999,0.525,1,31/12/1999
Bulgaria,Austria,2004,2119.905,1,31/12/2004
Bulgaria,Austria,2005,67.898,1,31/12/2005
Bulgaria,Austria,2006,283.585,1,31/12/2006
Bulgaria,Austria,2007,21.39,1,31/12/2007
Bulgaria,Austria,2009,21.505,1,31/12/2009
Canada,Austria,1990,84.85,1,31/12/1990
Canada,Austria,1993,6.017,1,31/12/1993
Canada,Austria,2001,0.084,1,31/12/2001
Canada,Austria,2006,0.758,1,31/12/2006
Canada,Austria,2007,99.074,1,31/12/2007
Canada,Austria,2014,79.125,1,31/12/2014
China,Austria,2004,2.2,1,31/12/2004
China,Austria,2011,14.999,1,31/12/2011
China,Austria,2012,4.88,1,31/12/2012
China,Austria,2013,148.769,1,31/12/2013
Croatia,Austria,2000,2,1,31/12/2000
Croatia,Austria,2002,9.828,1,31/12/2002
Croatia,Austria,2003,19.304,1,31/12/2003
Croatia,Austria,2006,53.136,1,31/12/2006
Croatia,Austria,2007,379.278,3,31/12/2007
Croatia,Austria,2010,3.141,1,31/12/2010
Croatia,Austria,2012,25.859,1,31/12/2012
Croatia,Austria,2013,103.376,1,31/12/2013
Czech Republic,Austria,1993,5.646,1,31/12/1993
Czech Republic,Austria,1994,12.935,1,31/12/1994
Czech Republic,Austria,1998,10.959,1,31/12/1998
Czech Republic,Austria,1999,25.303,1,31/12/1999
Czech Republic,Austria,2000,263.012,3,31/12/2000
Czech Republic,Austria,2001,51.369,1,31/12/2001
Czech Republic,Austria,2002,690.514,2,31/12/2002
Czech Republic,Austria,2003,227.162,3,31/12/2003
Czech Republic,Austria,2004,56.944,2,31/12/2004
Czech Republic,Austria,2005,12.888,1,31/12/2005
Czech Republic,Austria,2006,165.048,1,31/12/2006
Czech Republic,Austria,2007,0.164,1,31/12/2007
Czech Republic,Austria,2008,45.544,1,31/12/2008
Denmark,Austria,2000,1.472,1,31/12/2000
Finland,Austria,1999,104.144,1,31/12/1999
Finland,Austria,2000,57.665,1,31/12/2000
Finland,Austria,2001,0.642,1,31/12/2001
Finland,Austria,2002,0.308,1,31/12/2002
Finland,Austria,2012,7.036,1,31/12/2012
France,Austria,1999,56.406,1,31/12/1999
France,Austria,2000,84.079,1,31/12/2000
France,Austria,2001,10.083,1,31/12/2001
France,Austria,2009,17.062,2,31/12/2009
France,Austria,2010,157.233,1,31/12/2010
France,Austria,2014,262.242,2,31/12/2014
Germany,Austria,1991,15.002,1,31/12/1991
Germany,Austria,1993,129.239,3,31/12/1993
Germany,Austria,1995,10.454,1,31/12/1995
Germany,Austria,1997,24.842,2,31/12/1997
Germany,Austria,1998,102.25,3,31/12/1998
Germany,Austria,1999,53.901,4,31/12/1999
Germany,Austria,2001,51.28,3,31/12/2001
Germany,Austria,2003,1016.451,7,31/12/2003
Germany,Austria,2004,70.365,4,31/12/2004
Germany,Austria,2005,467.717,6,31/12/2005
Germany,Austria,2006,41.732,3,31/12/2006
Germany,Austria,2007,939.639,6,31/12/2007
Germany,Austria,2008,405.478,2,31/12/2008
Germany,Austria,2009,2057.523,3,31/12/2009
Germany,Austria,2010,507.257,5,31/12/2010
Germany,Austria,2011,586.228,4,31/12/2011
Germany,Austria,2012,1451.379,1,31/12/2012
Germany,Austria,2013,1642.868,7,31/12/2013
Germany,Austria,2014,23.239,2,31/12/2014
Greece,Austria,2006,526.198,1,31/12/2006
Hungary,Austria,1997,18,1,31/12/1997
Hungary,Austria,2002,6.829,1,31/12/2002
Hungary,Austria,2003,182,1,31/12/2003
Hungary,Austria,2004,13.122,1,31/12/2004
Hungary,Austria,2005,7.97,1,31/12/2005
Hungary,Austria,2007,15779.15,2,31/12/2007
Hungary,Austria,2012,24.093,1,31/12/2012
India,Austria,1998,7.7,1,31/12/1998
India,Austria,2005,1.729,1,31/12/2005
India,Austria,2012,18.664,1,31/12/2012
India,Austria,2013,24.596,1,31/12/2013
Italy,Austria,1990,159.66,1,31/12/1990
Italy,Austria,1992,1.474,1,31/12/1992
Italy,Austria,1993,16.632,1,31/12/1993
Italy,Austria,1997,0.979,1,31/12/1997
Italy,Austria,2000,2.3,1,31/12/2000
Italy,Austria,2005,12.077,1,31/12/2005
Italy,Austria,2007,31.744,1,31/12/2007
Italy,Austria,2008,88.544,1,31/12/2008
Italy,Austria,2009,270.053,2,31/12/2009
Italy,Austria,2012,26.589,2,31/12/2012
Italy,Austria,2013,112.345,1,31/12/2013
Italy,Austria,2014,30.274,1,31/12/2014
Libya,Austria,2009,145.233,1,31/12/2009
Luxembourg,Austria,2012,16.887,1,31/12/2012
Monaco,Austria,1995,7.695,1,31/12/1995
Netherlands,Austria,1994,57.61,1,31/12/1994
Netherlands,Austria,2000,10.657,1,31/12/2000
Netherlands,Austria,2001,80.35,1,31/12/2001
Netherlands,Austria,2002,56.16,1,31/12/2002
Netherlands,Austria,2010,12.937,1,31/12/2010
Netherlands,Austria,2011,15.237,1,31/12/2011
Netherlands,Austria,2014,5000,1,31/12/2014
New Zealand,Austria,2003,137.387,1,31/12/2003
Norway,Austria,1997,762.295,1,31/12/1997
Norway,Austria,2007,18.513,1,31/12/2007
Norway,Austria,2011,18.139,1,31/12/2011
Peru,Austria,2010,5.3,1,31/12/2010
Poland,Austria,2000,88.53,4,31/12/2000
Poland,Austria,2005,104.206,2,31/12/2005
Poland,Austria,2007,146.08,1,31/12/2007
Poland,Austria,2008,107.686,1,31/12/2008
Poland,Austria,2011,819.492,2,31/12/2011
Poland,Austria,2012,3.904,1,31/12/2012
Romania,Austria,1997,50,1,31/12/1997
Romania,Austria,2000,161.292,2,31/12/2000
Romania,Austria,2002,2.7,1,31/12/2002
Romania,Austria,2003,29,1,31/12/2003
Romania,Austria,2004,1038.845,3,31/12/2004
Romania,Austria,2007,654.425,4,31/12/2007
Romania,Austria,2008,344.974,1,31/12/2008
Romania,Austria,2010,11.724,1,31/12/2010
Romania,Austria,2011,60.313,1,31/12/2011
Romania,Austria,2014,125.978,1,31/12/2014
Russian Fed,Austria,2000,0.45,1,31/12/2000
Russian Fed,Austria,2006,551.454,2,31/12/2006
Russian Fed,Austria,2007,24,1,31/12/2007
Slovenia,Austria,2001,126.949,1,31/12/2001
Slovenia,Austria,2005,5,1,31/12/2005
Slovenia,Austria,2006,3.095,1,31/12/2006
Slovenia,Austria,2013,149.35,1,31/12/2013
South Africa,Austria,2010,10.342,1,31/12/2010
South Korea,Austria,2006,1.2,1,31/12/2006
Spain,Austria,1998,6.035,1,31/12/1998
Spain,Austria,2001,10.747,1,31/12/2001
Spain,Austria,2010,5.593,1,31/12/2010
Spain,Austria,2012,65.589,1,31/12/2012
Spain,Austria,2013,26.185,1,31/12/2013
Spain,Austria,2014,13.635,1,31/12/2014
Sweden,Austria,1990,216.24,1,31/12/1990
Sweden,Austria,1999,557.28,1,31/12/1999
Sweden,Austria,2000,51.996,1,31/12/2000
Sweden,Austria,2005,585.019,3,31/12/2005
Sweden,Austria,2008,15.214,1,31/12/2008
Sweden,Austria,2011,30.847,1,31/12/2011
Switzerland,Austria,1989,15.7,1,31/12/1989
Switzerland,Austria,1996,0.974,1,31/12/1996
Switzerland,Austria,1997,18.401,2,31/12/1997
Switzerland,Austria,1999,145.643,2,31/12/1999
Switzerland,Austria,2000,0.862,1,31/12/2000
Switzerland,Austria,2005,6.972,1,31/12/2005
Switzerland,Austria,2008,600,1,31/12/2008
Switzerland,Austria,2010,18.949,1,31/12/2010
Tunisia,Austria,2011,839.3,1,31/12/2011
Turkey,Austria,2007,81.5,1,31/12/2007
Turkey,Austria,2009,0,1,31/12/2009
Turkey,Austria,2010,1391.904,1,31/12/2010
Turkey,Austria,2012,97.011,1,31/12/2012
Turkey,Austria,2013,50.646,2,31/12/2013
Turkey,Austria,2014,46,1,31/12/2014
Ukraine,Austria,2004,13.5,1,31/12/2004
Ukraine,Austria,2005,1028,1,31/12/2005
Ukraine,Austria,2006,252.095,7,31/12/2006
Ukraine,Austria,2012,34.409,1,31/12/2012
Ukraine,Austria,2014,300.499,2,31/12/2014
United Kingdom,Austria,1995,17.957,2,31/12/1995
United Kingdom,Austria,1998,231.179,1,31/12/1998
United Kingdom,Austria,2000,9.057,1,31/12/2000
United Kingdom,Austria,2002,27.947,1,31/12/2002
United Kingdom,Austria,2003,6.509,1,31/12/2003
United Kingdom,Austria,2004,178.481,2,31/12/2004
United Kingdom,Austria,2005,19.985,1,31/12/2005
United Kingdom,Austria,2007,14.632,2,31/12/2007
United Kingdom,Austria,2008,3.659,1,31/12/2008
United Kingdom,Austria,2011,872.98,2,31/12/2011
United States,Austria,1984,4.5,1,31/12/1984
United States,Austria,1995,10,1,31/12/1995
United States,Austria,1998,16,1,31/12/1998
United States,Austria,1999,310,3,31/12/1999
United States,Austria,2000,129.219,3,31/12/2000
United States,Austria,2003,81.141,3,31/12/2003
United States,Austria,2004,0.189,1,31/12/2004
United States,Austria,2005,23,1,31/12/2005
United States,Austria,2006,133,2,31/12/2006
United States,Austria,2007,14.4,1,31/12/2007
United States,Austria,2008,198.109,2,31/12/2008
United States,Austria,2009,7.62,1,31/12/2009
United States,Austria,2010,110,2,31/12/2010
United States,Austria,2011,320,1,31/12/2011
United States,Austria,2012,11682.88,2,31/12/2012
United States,Austria,2013,6.3,1,31/12/2013
United States,Austria,2014,22,2,31/12/2014
Vietnam,Austria,2014,5,1,31/12/2014
France,Azerbaijan,2012,178.124,1,31/12/2012
Romania,Azerbaijan,2011,2,1,31/12/2011
Russian Fed,Azerbaijan,2012,133,1,31/12/2012
South Korea,Azerbaijan,2014,447,1,31/12/2014
Turkey,Azerbaijan,2008,520,1,31/12/2008
United Kingdom,Azerbaijan,2005,0.36,1,31/12/2005
United Kingdom,Azerbaijan,2012,286.634,1,31/12/2012
Canada,Bahamas,2002,0.404,1,31/12/2002
Czech Republic,Bahamas,1995,139.992,1,31/12/1995
Denmark,Bahamas,2006,104,1,31/12/2006
Guatemala,Bahamas,2012,227.5,1,31/12/2012
India,Bahamas,2011,11,2,31/12/2011
Latvia,Bahamas,2010,17.961,1,31/12/2010
Luxembourg,Bahamas,2006,805,1,31/12/2006
Mexico,Bahamas,2002,38.75,1,31/12/2002
Norway,Bahamas,2002,800,1,31/12/2002
Russian Fed,Bahamas,2005,550,1,31/12/2005
Russian Fed,Bahamas,2006,750,1,31/12/2006
Russian Fed,Bahamas,2007,600,1,31/12/2007
South Africa,Bahamas,2006,2.441,1,31/12/2006
South Korea,Bahamas,1998,51.359,1,31/12/1998
Spain,Bahamas,2004,810,1,31/12/2004
Switzerland,Bahamas,2002,18.298,1,31/12/2002
Switzerland,Bahamas,2008,113.637,1,31/12/2008
United Kingdom,Bahamas,2012,800,1,31/12/2012
United States,Bahamas,1984,2.25,1,31/12/1984
United States,Bahamas,1990,1,1,31/12/1990
United States,Bahamas,1994,3.5,1,31/12/1994
United States,Bahamas,1996,1.25,1,31/12/1996
United States,Bahamas,1998,70.226,1,31/12/1998
United States,Bahamas,1999,8.5,1,31/12/1999
United States,Bahamas,2001,86.5,3,31/12/2001
United States,Bahamas,2003,25,1,31/12/2003
United States,Bahamas,2006,29.8,2,31/12/2006
United States,Bahamas,2008,3934.2,3,31/12/2008
United States,Bahamas,2009,100,1,31/12/2009
United States,Bahamas,2011,208,2,31/12/2011
United States,Bahamas,2012,5,1,31/12/2012
United States,Bahamas,2013,101.027,4,31/12/2013
Australia,Bahrain,1990,0.541,1,31/12/1990
Australia,Bahrain,2010,300,1,31/12/2010
Austria,Bahrain,2012,177.26,1,31/12/2012
Brazil,Bahrain,2003,0.088,1,31/12/2003
China,Bahrain,2012,1.885,1,31/12/2012
Denmark,Bahrain,2007,1144.736,1,31/12/2007
Denmark,Bahrain,2012,139.76,1,31/12/2012
Egypt,Bahrain,2013,10.458,1,31/12/2013
France,Bahrain,1994,55.566,1,31/12/1994
France,Bahrain,2006,747.284,1,31/12/2006
France,Bahrain,2008,837.177,2,31/12/2008
Germany,Bahrain,2006,315.924,1,31/12/2006
India,Bahrain,1998,1.665,1,31/12/1998
Iraq,Bahrain,2009,7.701,1,31/12/2009
Italy,Bahrain,1993,170,1,31/12/1993
Italy,Bahrain,2014,163.153,1,31/12/2014
Jordan,Bahrain,2006,415,1,31/12/2006
Jordan,Bahrain,2012,5.91,1,31/12/2012
Mexico,Bahrain,2002,13.4,1,31/12/2002
Monaco,Bahrain,2000,17.025,1,31/12/2000
Monaco,Bahrain,2012,345,1,31/12/2012
Norway,Bahrain,1997,122.5,1,31/12/1997
Pakistan,Bahrain,2010,50.462,1,31/12/2010
Saudi Arabia,Bahrain,2010,79.998,1,31/12/2010
Saudi Arabia,Bahrain,2011,4.186,1,31/12/2011
Singapore,Bahrain,2009,14.318,1,31/12/2009
Spain,Bahrain,2012,250,1,31/12/2012
Switzerland,Bahrain,1997,106.335,1,31/12/1997
United Kingdom,Bahrain,1997,765.408,1,31/12/1997
United Kingdom,Bahrain,1999,30.001,1,31/12/1999
United Kingdom,Bahrain,2003,217.703,2,31/12/2003
United Kingdom,Bahrain,2005,14.952,2,31/12/2005
United Kingdom,Bahrain,2006,3165.704,2,31/12/2006
United Kingdom,Bahrain,2007,322.592,2,31/12/2007
United Kingdom,Bahrain,2008,60,1,31/12/2008
United Kingdom,Bahrain,2011,61.978,2,31/12/2011
United Kingdom,Bahrain,2013,151.17,1,31/12/2013
United States,Bahrain,1984,70,1,31/12/1984
United States,Bahrain,1989,80,1,31/12/1989
United States,Bahrain,1996,435,2,31/12/1996
United States,Bahrain,1997,618.08,2,31/12/1997
United States,Bahrain,1998,308.197,2,31/12/1998
United States,Bahrain,1999,267,4,31/12/1999
United States,Bahrain,2000,159.1,2,31/12/2000
United States,Bahrain,2001,320,3,31/12/2001
United States,Bahrain,2002,619,4,31/12/2002
United States,Bahrain,2003,273,4,31/12/2003
United States,Bahrain,2004,968.35,5,31/12/2004
United States,Bahrain,2005,1213.326,3,31/12/2005
United States,Bahrain,2006,1118,2,31/12/2006
United States,Bahrain,2007,2134,5,31/12/2007
United States,Bahrain,2008,1494.321,3,31/12/2008
United States,Bahrain,2011,160.252,9,31/12/2011
United States,Bahrain,2012,501.622,7,31/12/2012
United States,Bahrain,2013,770,4,31/12/2013
United States,Bahrain,2014,250,1,31/12/2014
Sri Lanka,Bangladesh,2009,0.164,1,31/12/2009
Canada,Barbados,2008,13.272,1,31/12/2008
Jamaica,Barbados,1990,16,1,31/12/1990
Jamaica,Barbados,2014,84.33,1,31/12/2014
United States,Barbados,2005,58,1,31/12/2005
Russian Fed,Belarus,2012,52,1,31/12/2012
Russian Fed,Belarus,2013,112.866,1,31/12/2013
United States,Belarus,2013,20,1,31/12/2013
Argentina,Belgium,1996,90.906,1,31/12/1996
Australia,Belgium,2000,259.065,3,31/12/2000
Australia,Belgium,2001,7.86,1,31/12/2001
Australia,Belgium,2003,67,1,31/12/2003
Australia,Belgium,2005,1,1,31/12/2005
Australia,Belgium,2008,34.87,1,31/12/2008
Australia,Belgium,2010,195.049,1,31/12/2010
Brazil,Belgium,1997,175,1,31/12/1997
Brazil,Belgium,1999,61,1,31/12/1999
Brazil,Belgium,2000,26,2,31/12/2000
Brazil,Belgium,2004,3978.045,2,31/12/2004
Brazil,Belgium,2007,170,3,31/12/2007
Brazil,Belgium,2008,45,1,31/12/2008
Brazil,Belgium,2011,71.659,1,31/12/2011
Bulgaria,Belgium,2007,757.78,2,31/12/2007
Canada,Belgium,1986,327,1,31/12/1986
